invoice_id,vendor,category,invoice_date,due_date,payment_terms,amount,tax_amount,label
INV-00544,Falcon Freight Co,Marketing,2026-02-10,2026-02-25,Net 45,264.71,31.77,Valid
INV-00870,Junction Marketing Group,Office Supplies,2025-05-25,2025-06-09,Net 45,3004.89,360.59,Valid
INV-00089,Horizon Software Inc,Software License,2025-01-30,2025-03-31,Net 30,1281.38,153.77,Valid
INV-00977,Apex Office Supplies,Security,2026-05-10,2026-06-24,Net 15,1996.22,99.81,Valid
INV-01271,Apex Office Supplies,IT Services,2026-03-30,2026-04-29,Net 15,779.82,38.99,Valid
INV-00576,Greenfield Consulting,IT Services,2025-06-03,2025-07-03,Net 15,5814.51,742.9,Amount Anomaly
INV-01023,Crestline IT Services,Office Supplies,2025-01-15,2025-02-14,Net 45,1249.04,224.83,Valid
INV-01386,Horizon Software Inc,Facilities,2026-04-24,2026-06-23,Net 60,1440.77,172.89,Valid
INV-00707,Apex Office Supplies,Software License,2025-11-17,2025-12-17,Net 45,7405.11,57.67,Amount Anomaly
INV-00943,Bluewave Logistics,Facilities,2025-01-16,2025-01-31,Net 45,4089.72,204.49,Valid
INV-00291,Ironclad Security,Logistics,2025-06-06,2025-07-21,Net 45,2466.18,123.31,Valid
INV-01417,Falcon Freight Co,Office Supplies,2026-03-11,2026-04-21,Net 15,687.89,82.55,Duplicate
INV-00618,Bluewave Logistics,Security,2025-02-16,2025-04-02,Net 45,3572.4,428.69,Valid
INV-00349,Crestline IT Services,Security,2026-04-11,2026-05-26,Net 30,1346.46,161.58,Valid
INV-00567,Horizon Software Inc,Office Supplies,2025-09-27,2025-10-27,Net 30,,175.53,Missing Info
INV-01411,Everline Facilities,Logistics,2025-03-10,2025-03-21,Net 45,2732.74,491.89,Duplicate
INV-01190,Ironclad Security,Security,2025-05-14,2025-07-13,Net 60,1888.06,226.57,Valid
INV-00599,Everline Facilities,Consulting,2025-11-02,2025-12-02,Net 15,4661.83,233.09,Valid
INV-00459,Falcon Freight Co,Marketing,2025-10-27,2025-12-11,Net 15,1873.96,337.31,Valid
INV-00376,Junction Marketing Group,Consulting,2025-02-10,2025-02-25,Net 60,2593.23,129.66,Valid
INV-00334,Bluewave Logistics,Logistics,2025-05-21,2025-06-05,Net 60,3683.18,662.97,Valid
INV-00756,Everline Facilities,Software License,2025-08-20,2025-09-19,Net 15,2869.98,344.4,Valid
INV-01322,Apex Office Supplies,IT Services,2025-06-15,2025-06-30,Net 60,1953.89,234.47,Valid
INV-00711,,Office Supplies,2025-03-19,2025-04-03,Net 60,3803.54,684.64,Missing Info
INV-01388,Delta Print Solutions,IT Services,2025-09-29,2025-10-14,Net 45,1269.19,152.3,Valid
INV-01095,Ironclad Security,Software License,2025-12-10,2025-12-25,Net 15,5.0,320.4,Amount Anomaly
INV-00329,Bluewave Logistics,Logistics,2026-01-24,2026-03-25,Net 45,3549.48,425.94,Valid
INV-00319,Junction Marketing Group,Security,2025-08-22,2025-09-06,Net 30,2740.05,493.21,Valid
INV-01152,Bluewave Logistics,Facilities,2025-12-12,2026-01-11,Net 15,4086.68,204.33,Valid
INV-01311,Apex Office Supplies,IT Services,2025-03-01,2025-04-15,Net 45,1466.37,175.96,Valid
INV-00013,Apex Office Supplies,Software License,2025-08-23,2025-09-07,Net 45,1725.64,207.08,Valid
INV-00172,Everline Facilities,Facilities,2026-05-09,2026-06-23,Net 15,3161.64,569.1,Valid
INV-00261,Greenfield Consulting,Office Supplies,2026-01-18,,Net 45,4295.49,773.19,Missing Info
INV-00819,Delta Print Solutions,Consulting,2026-01-05,2026-01-20,Net 15,736.88,132.64,Valid
INV-00860,Bluewave Logistics,Logistics,2026-02-13,,Net 30,4725.46,850.58,Missing Info
INV-01002,Crestline IT Services,IT Services,2025-09-17,2025-11-01,Net 60,1100.86,132.1,Valid
INV-00139,Greenfield Consulting,Security,2026-06-11,2026-06-26,Net 60,4318.86,777.39,Valid
INV-00550,Delta Print Solutions,IT Services,2025-12-22,2026-02-05,Net 45,473.14,23.66,Valid
INV-01010,Greenfield Consulting,Facilities,2025-09-30,2025-10-30,Net 60,5727.57,783.81,Amount Anomaly
INV-00845,Greenfield Consulting,Consulting,2026-03-17,2026-05-01,Net 30,4296.45,773.36,Valid
INV-01442,Everline Facilities,Consulting,2025-01-12,2025-02-21,Net 45,4274.73,213.74,Duplicate
INV-00559,Crestline IT Services,Consulting,2025-02-24,2025-03-11,Net 30,1375.59,165.07,Valid
INV-00140,Apex Office Supplies,Security,2025-07-12,2025-08-26,Net 60,1638.59,294.95,Valid
INV-01308,Everline Facilities,Logistics,2025-04-04,2025-04-19,Net 45,3494.8,174.74,Valid
INV-01455,Bluewave Logistics,Facilities,2026-02-20,2026-04-03,Net 60,5392.1,970.58,Duplicate
INV-00225,Junction Marketing Group,Security,2025-06-06,2025-06-21,Net 60,2202.94,110.15,Valid
INV-01241,Everline Facilities,IT Services,2026-01-05,2026-03-06,Net 30,7803.35,504.15,Amount Anomaly
INV-00410,Apex Office Supplies,IT Services,2025-04-02,2025-05-17,Net 45,3233.12,581.96,Valid
INV-00326,Junction Marketing Group,Marketing,2026-05-11,2026-06-10,Net 45,2517.8,125.89,Valid
INV-00300,Greenfield Consulting,IT Services,2025-05-14,2025-06-28,Net 45,4251.21,765.22,Valid
INV-01122,Junction Marketing Group,Consulting,2025-01-15,2025-02-14,Net 45,2070.73,372.73,Valid
INV-00742,Greenfield Consulting,Software License,2025-09-17,2025-11-01,Net 45,4291.95,772.55,Valid
INV-00670,Ironclad Security,IT Services,2025-02-03,2025-03-20,Net 30,2202.3,264.28,Valid
INV-01389,Ironclad Security,Consulting,2026-06-10,2026-06-25,Net 15,2334.57,280.15,Valid
INV-00949,Ironclad Security,Logistics,2025-03-22,2025-05-21,Net 15,1827.15,328.89,Valid
INV-01361,Falcon Freight Co,Security,2025-07-13,2025-09-11,Net 45,,12.86,Missing Info
INV-00574,Falcon Freight Co,Software License,2025-03-10,2025-03-25,Net 45,10.0,1.2,Valid
INV-00504,Bluewave Logistics,Facilities,2026-04-22,2026-06-06,Net 15,4183.99,502.08,Valid
INV-00760,Horizon Software Inc,Marketing,2025-01-29,2025-03-30,Net 15,959.6,47.98,Valid
INV-00004,Delta Print Solutions,Logistics,2026-04-05,2026-05-20,Net 60,10.0,0.5,Valid
INV-00747,Ironclad Security,Office Supplies,2025-02-23,2025-03-25,Net 15,3065.49,367.86,Valid
INV-00468,Bluewave Logistics,Logistics,2026-04-16,2026-05-01,Net 60,3899.58,194.98,Valid
INV-00322,Greenfield Consulting,Consulting,2025-06-05,2025-08-04,Net 60,4166.08,749.89,Valid
INV-00006,Bluewave Logistics,Facilities,2026-01-25,2026-02-09,Net 45,3676.78,441.21,Valid
INV-01326,Crestline IT Services,Office Supplies,2025-01-03,2025-03-04,Net 30,1202.72,60.14,Valid
INV-00548,Junction Marketing Group,Facilities,2025-02-03,2025-03-05,Net 30,2344.69,422.04,Valid
INV-01347,Bluewave Logistics,Facilities,2025-03-04,2025-03-19,Net 15,3856.04,462.72,Valid
INV-00040,Greenfield Consulting,Marketing,2026-05-14,2026-06-13,Net 30,4477.54,223.88,Valid
INV-00543,Crestline IT Services,Facilities,2025-05-26,2025-06-10,Net 15,1284.6,231.23,Valid
INV-00243,Junction Marketing Group,Software License,2025-06-19,2025-08-18,Net 45,2578.61,128.93,Valid
INV-00137,Falcon Freight Co,Software License,2026-02-26,2026-04-27,Net 15,62.93,7.55,Valid
INV-00602,Apex Office Supplies,Consulting,2025-07-14,2025-08-28,Net 60,2741.0,493.38,Valid
INV-00773,Delta Print Solutions,Facilities,2026-01-24,2026-02-08,Net 45,5.0,85.42,Amount Anomaly
INV-00675,Bluewave Logistics,IT Services,2025-07-11,2025-08-10,Net 60,3606.61,649.19,Valid
INV-01193,Greenfield Consulting,Consulting,2025-08-18,2025-09-02,Net 15,3897.25,194.86,Valid
INV-01478,Bluewave Logistics,Facilities,2025-11-02,2025-12-29,Net 30,3453.0,621.54,Duplicate
INV-00582,Horizon Software Inc,Marketing,2025-04-11,2025-05-11,Net 60,,54.73,Missing Info
INV-01473,Junction Marketing Group,Logistics,2026-03-27,2026-05-07,Net 30,2026.89,243.23,Duplicate
INV-00788,Falcon Freight Co,Marketing,2025-08-22,2025-10-06,Net 45,232.55,27.91,Valid
INV-01387,Falcon Freight Co,Logistics,2025-10-07,,Net 60,1516.22,75.81,Missing Info
INV-00377,Delta Print Solutions,Consulting,2025-12-07,2026-01-21,Net 30,10.0,0.5,Valid
INV-00315,Junction Marketing Group,Marketing,2025-11-23,2025-12-23,Net 45,2440.03,292.8,Valid
INV-00443,Falcon Freight Co,Logistics,2025-12-27,2026-02-25,Net 45,161.37,29.05,Valid
INV-00320,Ironclad Security,Consulting,2026-01-25,2026-02-24,Net 15,1800.37,324.07,Valid
INV-01373,Falcon Freight Co,Software License,2026-01-17,2026-02-16,Net 15,617.56,111.16,Valid
INV-00793,Greenfield Consulting,Marketing,2026-06-21,2026-07-06,Net 30,6124.56,227.91,Amount Anomaly
INV-01494,Junction Marketing Group,Logistics,2025-09-30,2025-11-12,Net 45,2404.31,288.52,Duplicate
INV-00425,Greenfield Consulting,Security,2025-03-17,2025-05-16,Net 60,4341.48,781.47,Valid
INV-00554,Greenfield Consulting,Security,2025-12-26,2026-02-24,Net 30,4158.59,207.93,Valid
INV-00595,Greenfield Consulting,Consulting,2025-12-24,2026-02-22,Net 60,4408.69,529.04,Valid
INV-00893,Horizon Software Inc,Office Supplies,2025-09-10,2025-11-09,Net 60,1465.63,175.88,Valid
INV-01376,Junction Marketing Group,Facilities,2025-07-13,2025-08-27,Net 30,2237.82,111.89,Valid
INV-01475,Junction Marketing Group,Office Supplies,2025-06-04,2025-07-31,Net 45,2911.1,145.56,Duplicate
INV-00883,Crestline IT Services,Logistics,2025-11-13,2025-12-13,Net 30,2288.79,174.54,Amount Anomaly
INV-00228,Junction Marketing Group,IT Services,2025-02-27,2025-04-13,Net 45,2706.82,487.23,Valid
INV-01143,Greenfield Consulting,Office Supplies,2026-03-30,2026-05-29,Net 30,4490.1,224.51,Valid
INV-00810,Crestline IT Services,IT Services,2026-03-25,2026-04-09,Net 30,1506.13,75.31,Valid
INV-00979,Delta Print Solutions,Marketing,2026-04-29,2026-05-14,Net 15,53.91,9.7,Valid
INV-01223,Bluewave Logistics,Consulting,2026-02-13,2026-03-30,Net 60,4089.31,204.47,Valid
INV-00067,Apex Office Supplies,Consulting,2026-03-23,2026-04-07,Net 45,3316.76,597.02,Valid
INV-00394,Everline Facilities,Software License,2025-03-24,2025-04-08,Net 60,3511.44,175.57,Valid
INV-00580,Greenfield Consulting,Security,2025-12-06,2026-01-05,Net 45,2151.7,205.96,Amount Anomaly
INV-00989,Greenfield Consulting,Security,2026-01-28,2026-02-27,Net 30,4419.6,795.53,Valid
INV-00212,Everline Facilities,Software License,2025-08-09,2025-08-24,Net 15,2563.06,307.57,Valid
INV-01158,Everline Facilities,Software License,2025-09-29,2025-10-14,Net 30,3167.73,380.13,Valid
INV-00781,Greenfield Consulting,Consulting,2025-04-12,2025-05-12,Net 45,4236.16,211.81,Valid
INV-00537,Junction Marketing Group,Logistics,2026-02-02,2026-03-19,Net 30,2798.6,139.93,Valid
INV-00716,Junction Marketing Group,Office Supplies,2025-05-30,2025-07-29,Net 30,2146.46,257.58,Valid
INV-00661,Greenfield Consulting,Consulting,2025-11-26,2026-01-25,Net 45,3969.86,476.38,Valid
INV-00086,Apex Office Supplies,Office Supplies,2025-07-31,2025-09-29,Net 60,1863.43,223.61,Valid
INV-01348,Crestline IT Services,Marketing,2025-03-05,2025-05-04,Net 60,998.52,49.93,Valid
INV-01038,Crestline IT Services,Facilities,2025-06-13,2025-06-28,Net 45,1256.62,62.83,Valid
INV-01006,Delta Print Solutions,Security,2026-02-07,2026-03-09,Net 15,356.16,64.11,Valid
INV-00906,Everline Facilities,Logistics,2025-11-13,2026-01-12,Net 15,2593.57,311.23,Valid
INV-01349,Bluewave Logistics,Office Supplies,2025-04-15,2025-04-30,Net 45,4415.07,794.71,Valid
INV-00631,Junction Marketing Group,IT Services,2026-05-21,2026-06-20,Net 15,4468.29,81.21,Amount Anomaly
INV-01033,Delta Print Solutions,Logistics,2025-06-28,2025-07-13,Net 60,1804.29,324.77,Valid
INV-01398,Everline Facilities,Facilities,2025-01-10,2025-03-11,Net 45,4494.6,809.03,Valid
INV-01418,Junction Marketing Group,Marketing,2025-05-26,2025-07-06,Net 45,2899.95,145.0,Duplicate
INV-00274,Everline Facilities,Software License,2025-02-28,2025-03-15,Net 45,2834.11,510.14,Valid
INV-00722,Falcon Freight Co,Office Supplies,2025-12-20,2026-02-18,Net 30,1358.08,162.97,Valid
INV-00363,Crestline IT Services,IT Services,2025-10-10,2025-11-09,Net 15,1660.18,298.83,Valid
INV-00623,Apex Office Supplies,Security,2025-02-19,2025-03-06,Net 60,1197.97,143.76,Valid
INV-00003,Delta Print Solutions,Consulting,2025-08-27,2025-09-11,Net 60,120.02,21.6,Valid
INV-00007,Apex Office Supplies,IT Services,2026-04-16,2026-05-01,Net 45,2237.12,268.45,Valid
INV-00312,Falcon Freight Co,Software License,2026-01-10,2026-02-09,Net 15,1209.29,60.46,Valid
INV-00662,Greenfield Consulting,Logistics,2025-12-18,2026-02-01,Net 30,4681.67,561.8,Valid
INV-00938,Greenfield Consulting,Marketing,2026-06-19,2026-07-04,Net 15,4604.97,230.25,Valid
INV-01476,Junction Marketing Group,Facilities,2026-02-27,2026-04-08,Net 30,2175.18,108.76,Duplicate
INV-00216,Horizon Software Inc,Software License,2026-03-17,2026-04-16,Net 30,1367.65,68.38,Valid
INV-00683,Ironclad Security,Facilities,2025-01-10,2025-01-25,Net 60,2300.92,414.17,Valid
INV-00028,Delta Print Solutions,Office Supplies,2025-08-19,2025-09-03,Net 30,548.7,65.84,Valid
INV-01310,,Facilities,2025-06-23,2025-07-08,Net 30,3754.82,675.87,Missing Info
INV-00866,Delta Print Solutions,IT Services,2026-01-18,2026-02-17,Net 15,386.41,69.55,Valid
INV-00846,Greenfield Consulting,Security,2025-09-18,2025-11-02,Net 60,3869.12,464.29,Valid
INV-00639,Bluewave Logistics,Security,2026-03-03,2026-05-02,Net 30,,923.35,Missing Info
INV-00964,Delta Print Solutions,Marketing,2025-11-21,2026-01-05,Net 60,1298.47,233.72,Valid
INV-01041,Ironclad Security,Security,2025-04-29,2025-05-14,Net 45,1857.15,92.86,Valid
INV-00625,Apex Office Supplies,IT Services,2025-11-05,2026-01-04,Net 45,8917.83,347.11,Amount Anomaly
INV-01050,Junction Marketing Group,Security,2025-08-24,2025-09-08,Net 30,2103.53,252.42,Valid
INV-00257,Bluewave Logistics,Office Supplies,2025-04-24,2025-06-23,Net 30,4397.73,791.59,Valid
INV-00026,Everline Facilities,Consulting,2026-06-25,2026-08-24,Net 45,3307.09,165.35,Valid
INV-00337,Greenfield Consulting,Security,2025-06-30,2025-07-15,Net 30,4459.24,535.11,Valid
INV-00573,Bluewave Logistics,Logistics,2026-03-22,2026-04-21,Net 45,4224.97,760.49,Valid
INV-00048,Crestline IT Services,Facilities,2025-12-24,2026-01-08,Net 45,951.84,47.59,Valid
INV-00107,Falcon Freight Co,Marketing,2025-09-22,2025-11-06,Net 15,1685.32,202.24,Valid
INV-00350,Delta Print Solutions,Facilities,2025-03-25,2025-05-24,Net 15,477.98,86.04,Valid
INV-00056,Junction Marketing Group,Office Supplies,2025-06-01,2025-07-31,Net 45,2911.1,145.56,Valid
INV-00808,Everline Facilities,Office Supplies,2026-05-19,2026-06-18,Net 30,2988.89,358.67,Valid
INV-00214,Junction Marketing Group,Marketing,2025-02-26,2025-03-13,Net 30,2650.26,132.51,Valid
INV-00121,Junction Marketing Group,Marketing,2025-02-24,2025-03-26,Net 15,2205.75,110.29,Valid
INV-00869,Delta Print Solutions,Marketing,2025-08-05,2025-09-04,Net 60,1243.01,223.74,Valid
INV-01000,Apex Office Supplies,Consulting,2025-04-05,2025-04-20,Net 15,2336.93,420.65,Valid
INV-00073,Horizon Software Inc,Security,2026-03-29,2026-04-28,Net 30,1197.22,215.5,Valid
INV-01477,Apex Office Supplies,Security,2025-10-26,2025-11-06,Net 45,2363.06,283.57,Duplicate
INV-01410,Falcon Freight Co,Logistics,2026-02-08,2026-04-06,Net 45,1114.26,200.57,Duplicate
INV-00046,Everline Facilities,Office Supplies,2026-04-14,2026-05-29,Net 60,3094.43,154.72,Valid
INV-01262,Apex Office Supplies,IT Services,2025-10-01,2025-10-31,Net 15,2486.52,447.57,Valid
INV-00524,Bluewave Logistics,IT Services,2025-09-23,2025-10-08,Net 30,3494.53,174.73,Valid
INV-00868,Bluewave Logistics,Office Supplies,2025-11-09,2026-01-08,Net 45,7790.5,520.32,Amount Anomaly
INV-01493,Everline Facilities,Logistics,2026-01-06,2026-02-17,Net 30,3369.83,404.38,Duplicate
INV-00863,Bluewave Logistics,Facilities,2026-02-28,2026-04-29,Net 30,8276.04,454.25,Amount Anomaly
INV-00794,Bluewave Logistics,Consulting,2026-02-04,2026-03-21,Net 45,3329.62,166.48,Valid
INV-00534,Apex Office Supplies,Marketing,2025-11-23,2025-12-23,Net 15,1723.08,86.15,Valid
INV-01238,Crestline IT Services,Marketing,2025-08-05,2025-09-04,Net 15,1280.34,64.02,Valid
INV-00604,Bluewave Logistics,Marketing,2026-04-28,2026-05-28,Net 30,3910.18,703.83,Valid
INV-00466,Horizon Software Inc,Facilities,2025-10-02,2025-11-16,Net 30,1099.98,132.0,Valid
INV-00821,Junction Marketing Group,Office Supplies,2025-05-03,2025-07-02,Net 15,2914.89,145.74,Valid
INV-01413,Everline Facilities,Marketing,2025-09-02,2025-10-14,Net 60,3901.51,195.08,Duplicate
INV-01048,Everline Facilities,Security,2025-05-20,2025-06-04,Net 60,2168.76,260.25,Valid
INV-00947,Greenfield Consulting,Software License,2025-02-25,2025-03-12,Net 30,4294.85,515.38,Valid
INV-00061,Apex Office Supplies,Security,2026-04-27,2026-05-27,Net 45,2252.07,112.6,Valid
INV-01424,Bluewave Logistics,Logistics,2025-04-09,2025-04-20,Net 60,4308.9,517.07,Duplicate
INV-00093,Greenfield Consulting,IT Services,2025-10-12,2025-12-11,Net 60,4310.03,517.2,Valid
INV-00667,Apex Office Supplies,Software License,2026-06-20,2026-07-05,Net 30,1783.91,89.2,Valid
INV-00705,Delta Print Solutions,Facilities,2025-11-22,2026-01-21,Net 45,978.78,117.45,Valid
INV-00195,Crestline IT Services,Marketing,2025-10-09,2025-11-23,Net 60,1321.51,158.58,Valid
INV-00281,Everline Facilities,Marketing,2026-04-02,2026-05-02,Net 60,3740.86,673.35,Valid
INV-00696,Everline Facilities,Office Supplies,2026-03-25,2026-05-24,Net 60,3147.41,377.69,Valid
INV-00360,Falcon Freight Co,Software License,2025-05-02,2025-06-01,Net 30,10.0,1.8,Valid
INV-00520,Bluewave Logistics,Office Supplies,2025-09-12,2025-10-27,Net 45,3818.58,458.23,Valid
INV-00812,Horizon Software Inc,Office Supplies,2026-01-16,2026-03-17,Net 45,5.0,215.78,Amount Anomaly
INV-01313,Apex Office Supplies,Consulting,2025-07-27,2025-08-26,Net 60,1259.41,226.69,Valid
INV-00183,Ironclad Security,Marketing,2026-01-03,2026-01-18,Net 30,1896.29,227.55,Valid
INV-01028,Everline Facilities,Facilities,2025-05-25,2025-07-24,Net 30,3182.08,159.1,Valid
INV-00111,Everline Facilities,Facilities,2026-01-13,2026-03-14,Net 60,2615.0,470.7,Valid
INV-00043,Bluewave Logistics,IT Services,2025-03-11,2025-04-10,Net 30,3965.92,475.91,Valid
INV-01234,,Marketing,2025-04-07,2025-06-06,Net 45,3859.14,694.65,Missing Info
INV-00205,Greenfield Consulting,Logistics,2025-01-27,2025-03-13,Net 45,4821.5,241.08,Valid
INV-00820,Delta Print Solutions,Logistics,2026-03-21,2026-05-05,Net 45,926.81,46.34,Valid
INV-00053,Greenfield Consulting,Facilities,2025-10-11,2025-10-26,Net 30,4335.91,216.8,Valid
INV-00546,Crestline IT Services,Logistics,2026-01-01,2026-01-31,Net 60,1636.25,294.52,Valid
INV-01253,Horizon Software Inc,Consulting,2025-12-19,2026-02-17,Net 45,1150.23,57.51,Valid
INV-00894,Falcon Freight Co,IT Services,2026-02-08,2026-02-23,Net 60,2277.67,409.98,Valid
INV-00856,Falcon Freight Co,Consulting,2025-06-03,2025-07-18,Net 30,10.0,1.8,Valid
INV-00753,Falcon Freight Co,IT Services,2025-09-02,2025-09-17,Net 45,5.0,5.21,Amount Anomaly
INV-00184,Bluewave Logistics,Consulting,2026-04-11,2026-04-26,Net 15,3200.7,576.13,Valid
INV-00138,Horizon Software Inc,Facilities,2025-04-01,2025-05-16,Net 15,1371.26,164.55,Valid
INV-00971,Everline Facilities,IT Services,2025-05-09,2025-06-08,Net 15,4100.52,205.03,Valid
INV-00081,Crestline IT Services,Consulting,2026-05-02,2026-07-01,Net 45,1264.03,151.68,Valid
INV-01211,Horizon Software Inc,Consulting,2025-06-04,2025-08-03,Net 30,1328.22,66.41,Valid
INV-00106,Apex Office Supplies,Security,2026-05-22,2026-07-06,Net 30,1489.29,74.46,Valid
INV-00542,Crestline IT Services,Office Supplies,2025-12-15,2026-01-14,Net 15,1111.59,133.39,Valid
INV-01032,Delta Print Solutions,Security,2025-05-27,2025-07-11,Net 60,10.0,1.8,Valid
INV-00481,Delta Print Solutions,Marketing,2025-10-11,2025-10-26,Net 15,28.75,1.44,Valid
INV-00166,Everline Facilities,Office Supplies,2025-01-23,2025-03-24,Net 15,2694.45,323.33,Valid
INV-00249,Everline Facilities,IT Services,2026-04-06,2026-05-06,Net 30,3054.58,366.55,Valid
INV-00308,Greenfield Consulting,Facilities,2025-05-18,2025-07-02,Net 60,4766.24,857.92,Valid
INV-00447,Ironclad Security,Marketing,2025-06-27,2025-07-27,Net 30,1542.09,185.05,Valid
INV-00746,Crestline IT Services,Software License,2025-04-13,2025-05-13,Net 45,1227.61,220.97,Valid
INV-00335,Horizon Software Inc,Facilities,2026-05-04,2026-06-03,Net 45,1389.22,166.71,Valid
INV-00098,Everline Facilities,Software License,2025-04-21,2025-05-06,Net 60,4672.25,560.67,Valid
INV-01162,Greenfield Consulting,Security,2026-02-16,2026-04-02,Net 30,4221.54,759.88,Valid
INV-00738,Crestline IT Services,IT Services,2025-09-18,2025-11-17,Net 45,1422.5,71.12,Valid
INV-01297,Apex Office Supplies,Marketing,2026-03-04,2026-05-03,Net 60,3249.63,584.93,Valid
INV-00942,Horizon Software Inc,Logistics,2025-05-01,2025-06-15,Net 45,1422.53,71.13,Valid
INV-00103,Greenfield Consulting,Security,2025-06-30,2025-08-14,Net 60,4530.14,815.43,Valid
INV-00435,Bluewave Logistics,IT Services,2025-01-24,2025-03-10,Net 30,3761.44,677.06,Valid
INV-00075,Delta Print Solutions,Office Supplies,2025-07-23,2025-08-22,Net 30,829.94,41.5,Valid
INV-01339,Falcon Freight Co,Consulting,2026-06-14,2026-06-29,Net 15,143.57,25.84,Valid
INV-00922,Bluewave Logistics,Office Supplies,2025-08-01,2025-09-30,Net 45,4161.65,499.4,Valid
INV-01358,Horizon Software Inc,Facilities,2025-11-13,2025-12-28,Net 15,949.7,113.96,Valid
INV-00303,Delta Print Solutions,Facilities,2025-06-13,2025-07-28,Net 30,990.34,178.26,Valid
INV-01261,Ironclad Security,Facilities,2025-08-18,2025-10-17,Net 45,2952.98,354.36,Valid
INV-01222,Apex Office Supplies,IT Services,2025-10-17,2025-12-01,Net 60,1761.66,88.08,Valid
INV-00734,Junction Marketing Group,Office Supplies,2025-04-09,2025-05-09,Net 15,2016.32,241.96,Valid
INV-00389,Apex Office Supplies,Office Supplies,2026-05-10,2026-07-09,Net 60,,92.05,Missing Info
INV-00236,Everline Facilities,Logistics,2025-06-03,2025-07-18,Net 45,3751.74,187.59,Valid
INV-01244,Greenfield Consulting,Security,2025-07-15,2025-07-30,Net 30,4232.13,507.86,Valid
INV-00268,Everline Facilities,Software License,2025-05-08,2025-06-22,Net 60,2467.71,296.13,Valid
INV-00306,Delta Print Solutions,Marketing,2025-12-28,2026-01-12,Net 60,1181.75,59.09,Valid
INV-00118,Horizon Software Inc,Marketing,2025-04-16,2025-05-01,Net 60,1426.37,256.75,Valid
INV-01210,Junction Marketing Group,Logistics,2025-09-28,2025-11-12,Net 45,2404.31,288.52,Valid
INV-00674,Falcon Freight Co,Security,2025-07-21,2025-08-20,Net 30,938.68,112.64,Valid
INV-00250,Horizon Software Inc,Office Supplies,2025-12-24,2026-01-08,Net 60,1033.24,123.99,Valid
INV-01093,Horizon Software Inc,,2025-10-23,2025-11-22,Net 60,1175.75,211.63,Missing Info
INV-01079,Crestline IT Services,Facilities,2025-09-01,2025-09-16,Net 30,1355.35,67.77,Valid
INV-00072,Everline Facilities,Facilities,2025-08-04,2025-10-03,Net 60,3400.84,612.15,Valid
INV-00095,Apex Office Supplies,Logistics,2025-09-11,2025-10-11,Net 30,716.61,35.83,Valid
INV-00847,Apex Office Supplies,Office Supplies,2025-02-05,2025-03-22,Net 30,3370.05,606.61,Valid
INV-00034,Apex Office Supplies,Consulting,2026-02-17,2026-04-03,Net 30,835.82,41.79,Valid
INV-01100,Everline Facilities,Marketing,2025-11-04,2026-01-03,Net 60,3422.41,171.12,Valid
INV-00449,Apex Office Supplies,Software License,2026-05-12,2026-06-11,Net 60,2099.44,104.97,Valid
INV-00446,Greenfield Consulting,Logistics,2025-05-22,2025-07-21,Net 60,4254.76,510.57,Valid
INV-00772,Bluewave Logistics,Office Supplies,2026-06-15,2026-08-14,Net 15,4032.32,483.88,Valid
INV-00717,Horizon Software Inc,Facilities,2025-08-26,2025-09-10,Net 30,1411.45,169.37,Valid
INV-00886,Everline Facilities,Logistics,2025-06-05,2025-07-05,Net 30,2970.72,148.54,Valid
INV-01142,Apex Office Supplies,Security,2026-03-17,2026-04-01,Net 45,3909.67,469.16,Valid
INV-00900,Greenfield Consulting,Logistics,2025-11-28,2026-01-27,Net 60,4315.37,215.77,Valid
INV-01035,Ironclad Security,IT Services,2025-08-30,2025-09-29,Net 45,1576.75,78.84,Valid
INV-00078,Greenfield Consulting,Security,2025-08-13,2025-09-12,Net 15,4164.52,749.61,Valid
INV-00085,Bluewave Logistics,Security,2026-03-01,2026-04-30,Net 60,3059.31,367.12,Valid
INV-01145,Everline Facilities,Security,2026-02-03,2026-04-04,Net 60,136.76,85.81,Amount Anomaly
INV-00083,Everline Facilities,Facilities,2025-08-29,2025-10-13,Net 15,3208.06,384.97,Valid
INV-00458,Delta Print Solutions,Marketing,2025-03-02,2025-04-16,Net 30,,310.83,Missing Info
INV-00918,Bluewave Logistics,Marketing,2026-06-26,2026-07-11,Net 60,7795.69,318.32,Amount Anomaly
INV-00677,Crestline IT Services,Security,2025-09-19,2025-10-04,Net 30,975.93,117.11,Valid
INV-00984,Horizon Software Inc,IT Services,2025-03-26,2025-04-25,Net 45,3188.14,260.82,Amount Anomaly
INV-01165,,Logistics,2026-04-19,2026-05-19,Net 45,732.76,36.64,Missing Info
INV-00437,Ironclad Security,Software License,2026-03-13,2026-05-12,Net 30,1408.43,70.42,Valid
INV-00771,Ironclad Security,Logistics,2025-02-03,2025-03-20,Net 60,2258.81,271.06,Valid
INV-00645,Crestline IT Services,Logistics,2026-06-02,2026-08-01,Net 15,1082.08,129.85,Valid
INV-01231,Horizon Software Inc,Marketing,2026-03-24,2026-04-08,Net 30,1326.0,159.12,Valid
INV-00905,Crestline IT Services,Office Supplies,2025-05-29,2025-06-28,Net 60,1426.68,256.8,Valid
INV-01192,Delta Print Solutions,Logistics,2025-03-28,2025-05-27,Net 60,293.15,35.18,Valid
